"";"neighborhood";"apartment_type";"building_type";"square_meters";"price";"price_per_sqm";"year_built";"floor";"elevator";"condition";"property_type";"energy_classification";"post_code";"apartment_type_cleaned";"number_of_rooms";"sauna_dummy";"own_floor";"max_floor";"elevator_dummy";"condition_unrecorded_dummy";"condition_adequate_dummy";"condition_good_dummy";"age_of_building";"own_property_dummy";"energy_class_cleaned";"energy_class_A_dummy";"energy_class_B_dummy";"energy_class_C_dummy";"energy_class_D_dummy";"energy_class_E_dummy";"energy_class_F_dummy";"energy_class_G_dummy";"energy_class_missing_dummy";"one_room_dummy";"two_rooms_dummy";"three_rooms_dummy";"four_or_more_rooms_dummy";"room_information_missing_dummy";"row_house_dummy";"town_house_dummy"
"1884";"Konepaja";"4h, k, kph, wc,...";"kt";97,5;"639750";"6562";"2016";"4/5";"on";"hyvä";"oma";"C2013";"00520";"4h+k+kph+wc+...";4;0;4;5;1;0;0;1;4;1;"C";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"1885";"Konepaja";"3-4h, k, s, las...";"kt";111;"628000";"5658";"2014";"5/6";"on";"hyvä";"oma";"B2018";"00520";"3-4h+k+s+las...";4;1;5;6;1;0;0;1;6;1;"B";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
"1886";"Kallio";"1h+kk";"kt";31;"232000";"7484";"1938";"3/7";"on";"hyvä";"oma";"F2013";"00530";"1h+kk";1;0;3;7;1;0;0;1;82;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1887";"Kallio";"1h, alkovi, k, ...";"kt";40;"296000";"7400";"1928";"2/7";"on";"tyyd.";"oma";"F2013";"00530";"1h+alkovi+k+...";1;0;2;7;1;0;1;0;92;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1888";"Merihaka";"1h, kk, alkovi,...";"kt";32;"220000";"6875";"1980";"7/8";"on";"tyyd.";"oma";"D2018";"00530";"1h+kk+alkovi+...";1;0;7;8;1;0;1;0;40;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1889";"Kallio";"1h";"kt";15,5;"135000";"8710";"1928";"4/4";"on";"tyyd.";"oma";"G2013";"00530";"1h";1;0;4;4;1;0;1;0;92;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"1890";"Kallio";"1h,kk,alkovi,kp...";"kt";29;"200000";"6897";"1972";"3/7";"on";"tyyd.";"oma";"G2013";"00530";"1h+kk+alkovi+kp...";1;0;3;7;1;0;1;0;48;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"1891";"Kallio, hakaniemi";"1h+kk";"kt";28;"221000";"7893";"1961";"3/8";"on";"tyyd.";"oma";"F2013";"00530";"1h+kk";1;0;3;8;1;0;1;0;59;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1893";"Kallio";"1 h+kk+kph";"kt";25;"190000";"7600";"1913";"3/6";"on";"tyyd.";"oma";"E2007";"00530";"1h+kk+kph";1;0;3;6;1;0;1;0;107;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1895";"Kallio";"1h,kk";"kt";21,5;"170000";"7907";"1939";"3/6";"on";"hyvä";"oma";"F2013";"00530";"1h+kk";1;0;3;6;1;0;0;1;81;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1896";"Hakaniemi";"1h, k, kph";"kt";39;"270000";"6923";"1928";"4/7";"on";"tyyd.";"oma";NA;"00530";"1h+k+kph";1;0;4;7;1;0;1;0;92;1;"missing";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"1897";"Kallio";"1h";"kt";25;"195000";"7800";"1927";"5/7";"on";"huono";"oma";"F2013";"00530";"1h";1;0;5;7;1;0;0;0;93;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1898";"Hakaniemi";"1h, kk";"kt";28;"191500";"6839";"1938";"1/7";"on";"tyyd.";"oma";"D2007";"00530";"1h+kk";1;0;1;7;1;0;1;0;82;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1899";"Kallio, linjat";"1h, kk, kph, vh";"kt";33;"250000";"7576";"1961";"3/7";"on";"hyvä";"oma";"F2013";"00530";"1h+kk+kph+vh";1;0;3;7;1;0;0;1;59;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1900";"Kallio";"1h+kk";"kt";29,5;"221787";"7518";"1961";"3/6";"on";"huono";"oma";"E2013";"00530";"1h+kk";1;0;3;6;1;0;0;0;59;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1901";"Kallio";"1h, avok, kph, ...";"kt";23;"210000";"9130";"1961";"2/8";"on";"hyvä";"oma";"C2018";"00530";"1h+avok+kph+...";1;0;2;8;1;0;0;1;59;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"1902";"Kallio";"1h, kk, kph";"kt";24,4;"200000";"8197";"1929";"6/6";"on";"hyvä";"oma";"D2007";"00530";"1h+kk+kph";1;0;6;6;1;0;0;1;91;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1903";"Merihaka";"1 h + kk";"kt";30;"221000";"7367";"1975";"13/14";"on";"tyyd.";"oma";"E2018";"00530";"1h+kk";1;0;13;14;1;0;1;0;45;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1904";"Kallio";"1h, avok, alkov...";"kt";32,5;"275000";"8462";"1961";"2/6";"on";"hyvä";"oma";"F2013";"00530";"1h+avok+alkov...";1;0;2;6;1;0;0;1;59;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1905";"Kallio";"1 h";"kt";27;"197000";"7296";"1929";"6/6";"on";"tyyd.";"oma";"D2007";"00530";"1h";1;0;6;6;1;0;1;0;91;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1906";"Kallio";"1h+kk+kph";"kt";26,5;"210000";"7925";"1928";"3/3";"on";"hyvä";"oma";"F2013";"00530";"1h+kk+kph";1;0;3;3;1;0;0;1;92;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1908";"Kallio";"1h+parvi+k+kph";"kt";32;"266000";"8313";"1907";"2/5";"ei";"hyvä";"oma";"F2013";"00530";"1h+parvi+k+kph";1;0;2;5;0;0;0;1;113;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1909";"Kallio";"1h, kk, kph, sauna";"kt";27;"219000";"8111";"1929";"6/6";"on";"hyvä";"oma";"E2013";"00530";"1h+kk+kph+sauna";1;1;6;6;1;0;0;1;91;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1910";"Kallio";"1 h+k+kph+et";"kt";49;"295000";"6020";"1937";"4/6";"on";"tyyd.";"oma";"F2013";"00530";"1h+k+kph+et";1;0;4;6;1;0;1;0;83;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1911";"Hakaniemi";"1h+kk";"kt";30;"243000";"8100";"1990";"4/7";"on";"tyyd.";"oma";"F2013";"00530";"1h+kk";1;0;4;7;1;0;1;0;30;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1912";"Kallio";"1h,kk";"kt";24;"170000";"7083";"1939";"1/5";"on";"hyvä";"oma";"F2013";"00530";"1h+kk";1;0;1;5;1;0;0;1;81;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1913";"Kallio";"1h+alkovi+keitt...";"kt";31;"249000";"8032";"1938";"4/7";"on";"hyvä";"oma";"E2007";"00530";"1h+alkovi+keitt...";1;0;4;7;1;0;0;1;82;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1914";"Kallio";"1h+kk+kh";"kt";31;"236100";"7616";"1961";"7/7";"on";"tyyd.";"oma";"F2013";"00530";"1h+kk+kh";1;0;7;7;1;0;1;0;59;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1915";"Hakaniemi";"1h, kk, alkovi,...";"kt";32;"239000";"7469";"1980";"8/8";"on";"tyyd.";"oma";"E2018";"00530";"1h+kk+alkovi+...";1;0;8;8;1;0;1;0;40;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1916";"Kallio";"1h, k";"kt";35;"210000";"6000";"1928";"1/5";"on";"hyvä";"oma";"F2013";"00530";"1h+k";1;0;1;5;1;0;0;1;92;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1917";"Kallio";"1h+k ";"kt";34;"215000";"6324";"1961";"6/6";"on";"huono";"oma";"E2013";"00530";"1h+k";1;0;6;6;1;0;0;0;59;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1918";"Kallio";"1h, kk";"kt";30;"210000";"7000";"1938";"1/7";"on";"hyvä";"oma";"D2007";"00530";"1h+kk";1;0;1;7;1;0;0;1;82;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1920";"Kallio";"1h+avok+kph+par...";"kt";30;"236000";"7867";"1962";"7/8";"on";"tyyd.";"oma";"F2007";"00530";"1h+avok+kph+par...";1;0;7;8;1;0;1;0;58;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1921";"Merihaka";"1 h + avok + kp...";"kt";32;"224000";"7000";"1980";"2/8";"on";"hyvä";"oma";"D2018";"00530";"1h+avok+kp...";1;0;2;8;1;0;0;1;40;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1922";"Kallio";"1h, k, saunaos,...";"kt";44;"420000";"9545";"2019";"3/4";"on";"hyvä";"oma";"D2018";"00530";"1h+k+saunaos+...";1;1;3;4;1;0;0;1;1;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1923";"Kallio";"1h,k,kh ( Yj 1H...";"kt";40;"246500";"6163";"1926";"4/7";"on";"tyyd.";"oma";"F2013";"00530";"1h+k+kh(yj1h...";1;0;4;7;1;0;1;0;94;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1924";"Kallio";"1h+kph+parvi (y...";"kt";20,5;"180000";"8780";"1928";"4/4";"ei";"tyyd.";"oma";"G2013";"00530";"1h+kph+parvi(y...";1;0;4;4;0;0;1;0;92;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"1925";"Hakaniemi";"1h, k, kph, parvi";"kt";35;"267000";"7629";"1908";"4/5";"ei";"tyyd.";"oma";NA;"00530";"1h+k+kph+parvi";1;0;4;5;0;0;1;0;112;1;"missing";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"1928";"Merihaka";"1h, kk, kph, la...";"kt";33,5;"196000";"5851";"1975";"6/14";"on";"huono";"oma";"E2018";"00530";"1h+kk+kph+la...";1;0;6;14;1;0;0;0;45;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1929";"Kallio";"1h, avok, kph, ...";"kt";40,5;"415000";"10247";"2019";"2/4";"on";"hyvä";"oma";"D2018";"00530";"1h+avok+kph+...";1;0;2;4;1;0;0;1;1;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1930";"Hakaniemi";"1h, avok, kph";"kt";25;"225000";"9000";"1928";"3/4";"on";"hyvä";"oma";"G2013";"00530";"1h+avok+kph";1;0;3;4;1;0;0;1;92;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"1931";"Kallio";"1, k, kph, alkovi";"kt";47;"273000";"5809";"1932";"5/8";"on";"tyyd.";"oma";"E";"00530";"1+k+kph+alkovi";NA;0;5;8;1;0;1;0;88;1;"E";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"1934";"Kallio";"1h+kk";"kt";27;"212000";"7852";"1961";"6/7";"on";"tyyd.";"oma";"F2013";"00530";"1h+kk";1;0;6;7;1;0;1;0;59;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1935";"Kallio";"1h, kk, kph, ra...";"kt";26;"227000";"8731";"1957";"6/7";"on";"tyyd.";"oma";"E2007";"00530";"1h+kk+kph+ra...";1;0;6;7;1;0;1;0;63;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1937";"Kallio";"1h, k, sauna, piha";"kt";44;"420000";"9545";"2019";"2/4";"on";"hyvä";"oma";"D2018";"00530";"1h+k+sauna+piha";1;1;2;4;1;0;0;1;1;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1938";"Hakaniemi";"1h, kph";"kt";41,1;"313000";"7616";"1928";"4/7";"on";"hyvä";"oma";"G2013";"00530";"1h+kph";1;0;4;7;1;0;0;1;92;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"1939";"Hakaniemi";"1h, avok, kph, ...";"kt";25;"211000";"8440";"1938";"7/7";"on";"hyvä";"oma";"D2007";"00530";"1h+avok+kph+...";1;0;7;7;1;0;0;1;82;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1941";"Hakaniemi";"1h+kk";"kt";32,5;"220000";"6769";"1942";"1/7";"on";"tyyd.";"oma";"E2007";"00530";"1h+kk";1;0;1;7;1;0;1;0;78;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1942";"Kallio";"1 h+ks+wc+et";"kt";21;"144000";"6857";"1929";"2/7";"on";"tyyd.";"oma";"F2013";"00530";"1h+ks+wc+et";1;0;2;7;1;0;1;0;91;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1943";"Kallio";"studio, avok, kph";"kt";31;"248000";"8000";"1912";"3/5";"ei";"hyvä";"oma";"F2013";"00530";"studio+avok+kph";NA;0;3;5;0;0;0;1;108;1;"F";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"1944";"Kallio";"1h,ikk.kk,kh";"kt";30;"186000";"6200";"1961";"2/8";"on";"hyvä";"oma";"F2013";"00530";"1h+ikk.kk+kh";1;0;2;8;1;0;0;1;59;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1945";"Kallio";"1h + kk";"kt";23;"160600";"6983";"1932";"1/6";"on";"tyyd.";"oma";"D2013";"00530";"1h+kk";1;0;1;6;1;0;1;0;88;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1947";"Kallio";"1h, avokeitti...";"kt";25,5;"200000";"7843";"1962";"2/7";"on";"hyvä";"oma";"F2013";"00530";"1h+avokeitti...";1;0;2;7;1;0;0;1;58;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1948";"Kallio";"1h, avokeitti...";"kt";28;"198000";"7071";"1909";"1/5";"ei";"tyyd.";"oma";"D2013";"00530";"1h+avokeitti...";1;0;1;5;0;0;1;0;111;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"1949";"Kallio";"1h, kk, kph";"kt";21,5;"180000";"8372";"1938";"2/3";"ei";"hyvä";"oma";"G2013";"00530";"1h+kk+kph";1;0;2;3;0;0;0;1;82;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"1950";"Merihaka";"Olohuone alkovi...";"kt";33,5;"210000";"6269";"1974";"5/14";"on";"tyyd.";"oma";"E2018";"00530";"olohuonealkovi...";NA;0;5;14;1;0;1;0;46;1;"E";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"1951";"Kallio";"1h+k+kph";"kt";23;"177500";"7717";"1912";"5/6";"on";"huono";"oma";"E2007";"00530";"1h+k+kph";1;0;5;6;1;0;0;0;108;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"1952";"Merihaka";"Olohuone, avoke...";"kt";33,5;"220000";"6567";"1974";"10/14";"on";"hyvä";"oma";"E2018";"00530";"olohuone+avoke...";NA;0;10;14;1;0;0;1;46;1;"E";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"1953";"Keskusta";"1h, avokeitti...";"kt";38;"132000";"3474";"1903";"2/3";"on";"hyvä";"vuokra";NA;"00530";"1h+avokeitti...";1;0;2;3;1;0;0;1;117;0;"missing";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"1955";"Kallio";"1h, avok, koh, ...";"kt";37;"240000";"6486";"1939";"6/6";"on";"hyvä";"oma";"F2013";"00530";"1h+avok+koh+...";1;0;6;6;1;0;0;1;81;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"1956";"Alppiharju";"1h,kk";"kt";28,2;"170000";"6028";"1912";"3/5";"ei";"tyyd.";"oma";NA;"00530";"1h+kk";1;0;3;5;0;0;1;0;108;1;"missing";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"1957";"Kallio";"1h, kk, kph, parvi";"kt";34;"208000";"6118";"1936";"1/6";"on";"tyyd.";"oma";NA;"00530";"1h+kk+kph+parvi";1;0;1;6;1;0;1;0;84;1;"missing";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
"1958";"Merihaka";"2 h+kk";"kt";42;"240000";"5714";"1975";"2/14";"on";"tyyd.";"oma";"E2018";"00530";"2h+kk";2;0;2;14;1;0;1;0;45;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"1959";"Hakaniemi";"2h, avok, kph, ...";"kt";44,5;"338000";"7596";"1938";"3/7";"on";"hyvä";"oma";"E2013";"00530";"2h+avok+kph+...";2;0;3;7;1;0;0;1;82;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"1960";"Kallio";"2h+k+kph";"kt";42;"290000";"6905";"1963";"6/6";"on";"tyyd.";"oma";"F2013";"00530";"2h+k+kph";2;0;6;6;1;0;1;0;57;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"1961";"Kallio";"2h, kk, alk, kph";"kt";54;"295000";"5463";"1937";"4/7";"on";"hyvä";"oma";"G2013";"00530";"2h+kk+alk+kph";2;0;4;7;1;0;0;1;83;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"1963";"Hakaniemi";"2h+k+p";"kt";65;"413000";"6354";"1938";"7/7";"on";"hyvä";"oma";"E2013";"00530";"2h+k+p";2;0;7;7;1;0;0;1;82;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"1964";"Kallio";"2h, k, kph, p";"kt";52;"265000";"5096";"1959";"4/8";"on";"hyvä";"oma";"F2013";"00530";"2h+k+kph+p";2;0;4;8;1;0;0;1;61;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"1965";"Kallio";"2h, avok, kph";"kt";47,8;"303000";"6339";"1912";"5/5";"ei";"hyvä";"oma";"E2007";"00530";"2h+avok+kph";2;0;5;5;0;0;0;1;108;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"1967";"Kallio";"2h, k, kph";"kt";42;"266000";"6333";"1963";"3/7";"on";"tyyd.";"oma";"F2013";"00530";"2h+k+kph";2;0;3;7;1;0;1;0;57;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"1968";"Kallio";"2h+kk+kph";"kt";37,5;"260000";"6933";"1959";"3/6";"on";"tyyd.";"oma";"G2013";"00530";"2h+kk+kph";2;0;3;6;1;0;1;0;61;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"1969";"Kallio";"2h, avok, kph, vh";"kt";40,5;"260000";"6420";"1908";"2/5";"ei";"hyvä";"oma";"D2018";"00530";"2h+avok+kph+vh";2;0;2;5;0;0;0;1;112;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"1970";"Merihaka";"2h, k, kph, las...";"kt";52,5;"302000";"5752";"1975";"9/14";"on";"hyvä";"oma";"E2018";"00530";"2h+k+kph+las...";2;0;9;14;1;0;0;1;45;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"1971";"Hakaniemi";"2h, kk, alk, kph";"kt";44,5;"274000";"6157";"1938";"3/7";"on";"tyyd.";"oma";"E2013";"00530";"2h+kk+alk+kph";2;0;3;7;1;0;1;0;82;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"1973";"Kallio";"2h+avokeitti...";"kt";39;"266000";"6821";"1928";"6/7";"on";"hyvä";"oma";"F2013";"00530";"2h+avokeitti...";2;0;6;7;1;0;0;1;92;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"1974";"Kallio";"2h, avok, kph, ...";"kt";46;"302000";"6565";"1938";"3/7";"on";"hyvä";"oma";"F2013";"00530";"2h+avok+kph+...";2;0;3;7;1;0;0;1;82;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"1975";"Kallio";"2h+kk";"kt";41;"282000";"6878";"1940";"6/6";"on";"tyyd.";"oma";"F2013";"00530";"2h+kk";2;0;6;6;1;0;1;0;80;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"1977";"Kallio";"2h, avok, kph, wc";"kt";49,2;"300000";"6098";"1912";"5/5";"ei";"hyvä";"oma";"E2007";"00530";"2h+avok+kph+wc";2;0;5;5;0;0;0;1;108;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"1979";"Hakaniemi";"2h, k, s, lasit...";"kt";64;"370000";"5781";"1993";"2/7";"on";"hyvä";"oma";NA;"00530";"2h+k+s+lasit...";2;1;2;7;1;0;0;1;27;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"1982";"Hakaniemi";"2h, avok, kph, ...";"kt";68;"440000";"6471";"2011";"3/8";"on";"hyvä";"oma";"C2013";"00530";"2h+avok+kph+...";2;0;3;8;1;0;0;1;9;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"1983";"Hakaniemi";"2h, kt, kph, vh...";"kt";47,5;"498000";"10484";"2019";"5/5";"on";"hyvä";"oma";"D2018";"00530";"2h+kt+kph+vh...";2;0;5;5;1;0;0;1;1;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"1984";"Kallio";"2h, kk";"kt";43;"280000";"6512";"1940";"5/6";"on";"tyyd.";"oma";"F2013";"00530";"2h+kk";2;0;5;6;1;0;1;0;80;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"1986";"Kallio";"2h+avokeitti...";"kt";52,5;"324000";"6171";"1961";"5/6";"on";"tyyd.";"oma";"F2013";"00530";"2h+avokeitti...";2;0;5;6;1;0;1;0;59;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"1987";"Kallio";"2h, avok, sauna...";"kt";58,5;"570000";"9744";"2019";"4/5";"on";"hyvä";"oma";"D2018";"00530";"2h+avok+sauna...";2;1;4;5;1;0;0;1;1;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"1988";"Kallio";"2h, kt, saunaos...";"kt";44;"430000";"9773";"2019";"2/4";"on";"hyvä";"oma";"D2018";"00530";"2h+kt+saunaos...";2;1;2;4;1;0;0;1;1;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"1989";"Kallio";"2h+kk";"kt";41;"257000";"6268";"1962";"4/8";"on";"hyvä";"oma";"F2007";"00530";"2h+kk";2;0;4;8;1;0;0;1;58;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"1990";"Sörnäinen";"Oh, mh, keitti&...";"kt";55;"380000";"6909";"1985";"13/14";"on";"hyvä";"oma";"E2019";"00530";"oh+mh+keitti&...";NA;0;13;14;1;0;0;1;35;1;"E";0;0;0;0;1;0;0;0;0;0;0;0;1;0;0
"1992";"Merihaka";"2 h + k ";"kt";55;"271000";"4927";"1979";"4/7";"on";"tyyd.";"oma";"D2018";"00530";"2h+k";2;0;4;7;1;0;1;0;41;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"1993";"Merihaka";"2h, avokeitti...";"kt";45;"262000";"5822";"1975";"2/14";"on";"hyvä";"oma";"E2018";"00530";"2h+avokeitti...";2;0;2;14;1;0;0;1;45;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"1994";"Kallio";"2h, avok, kph";"kt";54;"360000";"6667";"1937";"6/7";"on";"hyvä";"oma";"G2013";"00530";"2h+avok+kph";2;0;6;7;1;0;0;1;83;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"1995";"Kallio";"2h, kk, kph, s, p";"kt";64,5;"404000";"6264";"2008";"6/7";"on";"hyvä";"vuokra";"D2007";"00530";"2h+kk+kph+s+p";2;1;6;7;1;0;0;1;12;0;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"1996";"Kallio";"2h, kk";"kt";38,5;"274000";"7117";"1961";"2/6";"on";"tyyd.";"oma";"F2013";"00530";"2h+kk";2;0;2;6;1;0;1;0;59;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"1997";"Kallio";"2h+kk+s";"kt";49;"298500";"6092";"2008";"3/8";"on";"hyvä";"vuokra";"D2013";"00530";"2h+kk+s";2;1;3;8;1;0;0;1;12;0;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"1998";"Kallio";"1-2h+avok+kph (...";"kt";39,5;"284000";"7190";"1936";"4/8";"on";"tyyd.";"oma";"E2013";"00530";"1-2h+avok+kph(...";2;0;4;8;1;0;1;0;84;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2001";"Kallio";"2h, avok, vh ja...";"kt";49;"270000";"5510";"1961";"6/7";"on";"tyyd.";"oma";"E2007";"00530";"2h+avok+vhja...";2;0;6;7;1;0;1;0;59;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2002";"Hakaniemi";"2H+KT+S";"kt";60;"470000";"7833";"1913";"5/5";"on";"hyvä";"oma";"E2007";"00530";"2h+kt+s";2;1;5;5;1;0;0;1;107;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"2003";"Kallio";"2h+kk+kh";"kt";35;"217000";"6200";"1940";"1/6";"on";"hyvä";"oma";"F2013";"00530";"2h+kk+kh";2;0;1;6;1;0;0;1;80;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"2005";"Kallio";"2h, k, kph, p";"kt";55;"300000";"5455";"1962";"1/7";"on";"hyvä";"oma";NA;"00530";"2h+k+kph+p";2;0;1;7;1;0;0;1;58;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"2006";"Kallio";"2h, kk, kph";"kt";42;"289000";"6881";"1938";"6/6";"on";"tyyd.";"oma";"F2013";"00530";"2h+kk+kph";2;0;6;6;1;0;1;0;82;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"2007";"Kallio";"2h, kk, alkovi,...";"kt";46;"250000";"5435";"1938";"2/6";"on";"tyyd.";"oma";"F2013";"00530";"2h+kk+alkovi+...";2;0;2;6;1;0;1;0;82;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"2008";"Kallio";"2 h, kph, k, vh...";"kt";48;"330000";"6875";"1958";"4/8";"on";"tyyd.";"oma";"G2013";"00530";"2h+kph+k+vh...";2;0;4;8;1;0;1;0;62;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"2009";"Merihaka";"4h+k";"kt";80,5;"450000";"5590";"1974";"5/14";"on";"hyvä";"oma";"E2018";"00530";"4h+k";4;0;5;14;1;0;0;1;46;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"2010";"Siltasaari";"4h+k";"kt";103,8;"740000";"7129";"1927";"7/8";"on";"tyyd.";"oma";"D2007";"00530";"4h+k";4;0;7;8;1;0;1;0;93;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"2012";"Kallio";"3h+k+kph";"kt";64;"377000";"5891";"1960";"4/7";"on";"tyyd.";"oma";"D2013";"00530";"3h+k+kph";3;0;4;7;1;0;1;0;60;1;"D";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
