"";"neighborhood";"apartment_type";"building_type";"square_meters";"price";"price_per_sqm";"year_built";"floor";"elevator";"condition";"property_type";"energy_classification";"post_code";"apartment_type_cleaned";"number_of_rooms";"sauna_dummy";"own_floor";"max_floor";"elevator_dummy";"condition_unrecorded_dummy";"condition_adequate_dummy";"condition_good_dummy";"age_of_building";"own_property_dummy";"energy_class_cleaned";"energy_class_A_dummy";"energy_class_B_dummy";"energy_class_C_dummy";"energy_class_D_dummy";"energy_class_E_dummy";"energy_class_F_dummy";"energy_class_G_dummy";"energy_class_missing_dummy";"one_room_dummy";"two_rooms_dummy";"three_rooms_dummy";"four_or_more_rooms_dummy";"room_information_missing_dummy";"row_house_dummy";"town_house_dummy"
"13788";"Riihiketo";"2h+kk+kph/wc";"kt";42;"57000";"1357";"1954";"1/3";"ei";"hyvä";"vuokra";"F2013";"28100";"2h+kk+kph/wc";2;0;1;3;0;0;0;1;66;0;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"13789";"Keskusta";"2h+kk";"kt";30;"57000";"1900";"1956";"4/7";"on";"hyvä";"oma";"G2013";"28100";"2h+kk";2;0;4;7;1;0;0;1;64;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"13790";"Itätulli";"2h,kt,s";"kt";38,5;"71500";"1857";"1988";"1/2";"ei";"hyvä";"oma";"F";"28100";"2h+kt+s";2;1;1;2;0;0;0;1;32;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"13791";"Keskusta";"2h+k+s";"kt";61;"750";"12";"2012";"2/6";"on";"hyvä";"oma";"B2018";"28100";"2h+k+s";2;1;2;6;1;0;0;1;8;1;"B";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"13792";"Karjaranta";"2h+k+s+p";"kt";58;"180000";"3103";"2003";"4/7";"on";"hyvä";"oma";"E2013";"28100";"2h+k+s+p";2;1;4;7;1;0;0;1;17;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"13793";"Keskusta";"2h+k+s+khh";"kt";62;"124000";"2000";"1987";"3/4";"on";" ";"oma";"F2013";"28100";"2h+k+s+khh";2;1;3;4;1;1;0;0;33;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"13794";"Keskusta";"2h+kk";"kt";46;"50000";"1087";"1956";"4/7";"on";" ";"oma";"G2013";"28100";"2h+kk";2;0;4;7;1;1;0;0;64;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"13795";"Keskusta";"2 h, kt, p";"kt";33,5;"130650";"3900";"2020";"2/6";"ei";"hyvä";"oma";NA;"28100";"2h+kt+p";2;0;2;6;0;0;0;1;0;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"13796";"Keskusta";"2 h, kt";"kt";33,5;"123975";"3701";"2020";"2/6";"on";"hyvä";"oma";NA;"28100";"2h+kt";2;0;2;6;1;0;0;1;0;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"13797";"Keskusta";"2 h, k, p";"kt";33,5;"127325";"3801";"2020";"3/6";"ei";"hyvä";"oma";NA;"28100";"2h+k+p";2;0;3;6;0;0;0;1;0;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"13798";"Aittaluoto";"2h+k+kph/wc+vh+...";"kt";50;"82000";"1640";"1960";"2/7";"on";" ";"vuokra";NA;"28100";"2h+k+kph/wc+vh+...";2;0;2;7;1;1;0;0;60;0;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"13799";"Karjaranta";"2h, kt, s";"kt";43;"171400";"3986";"2020";"3/8";"on";"hyvä";"oma";"A2018";"28100";"2h+kt+s";2;1;3;8;1;0;0;1;0;1;"A";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"13801";"Karjaranta";"2h, k, s";"kt";54;"156000";"2889";"2002";"3/8";"on";"hyvä";"oma";"E2013";"28100";"2h+k+s";2;1;3;8;1;0;0;1;18;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"13802";"Aittaluoto";"2h, k, ph, p";"kt";50;"35000";"700";"1959";"4/7";"on";"tyyd.";"oma";NA;"28100";"2h+k+ph+p";2;0;4;7;1;0;1;0;61;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"13803";"Karjaranta";"2h+kk+s";"kt";36;"98000";"2722";"2007";"3/5";"on";"hyvä";"oma";"E2013";"28100";"2h+kk+s";2;1;3;5;1;0;0;1;13;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"13804";"Karjaranta";"2h,k,kh, lasite...";"kt";47,5;"129000";"2716";"2011";"2/5";"on";"hyvä";"oma";"E";"28100";"2h+k+kh+lasite...";2;0;2;5;1;0;0;1;9;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"13807";"Keskusta";"2 h, kt, s loft";"kt";65;"266500";"4100";"2020";"4/6";"ei";"hyvä";"oma";NA;"28100";"2h+kt+sloft";2;1;4;6;0;0;0;1;0;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"13808";"Keskusta";"2 h, k, s";"kt";52;"197600";"3800";"2020";"3/6";"ei";"hyvä";"oma";NA;"28100";"2h+k+s";2;1;3;6;0;0;0;1;0;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"13809";"Keskusta";"2h, k, kh. p";"kt";54,5;"70000";"1284";"1972";"1/6";"ei";"tyyd.";"oma";"F2013";"28100";"2h+k+kh.p";2;0;1;6;0;0;1;0;48;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"13810";"Isosanta";"2h, k, kph/wc, ...";"kt";46;"90000";"1957";"1999";"2/2";"ei";"hyvä";"oma";"E2013";"28100";"2h+k+kph/wc+...";2;0;2;2;0;0;0;1;21;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
