objectid,posti_alue,vuosi,nimi,namn,kunta,kuntanro,pinta_ala,xcoord,ycoord
1094,37350,2020,Rämsöö,Rämsöö,922,922,33991436.35278,301425.00989,6805467.32846
1095,37370,2020,Narva,Narva,922,922,153604405.35071,309714.67153,6802873.32012
1096,37380,2020,Krääkkiö,Krääkkiö,922,922,34372718.07544,306496.04691,6794852.54088
1097,37420,2020,Valkkinen,Valkkinen,922,922,79875610.43884,316324.97406,6794169.08520
1098,37470,2020,Vesilahti Keskus,Vesilahti centrum,922,922,39259968.96887,318300.99110,6801161.25266
1099,37500,2020,Lempäälä Keskus,Lempäälä centrum,418,418,154244277.33887,328081.01972,6801194.61080
1100,37530,2020,Säijä,Säijä,418,418,45002729.90271,319357.51653,6809156.49491
1101,37550,2020,Kuivaspää,Kuivaspää,418,418,28934858.40771,330698.92890,6808581.37467
1102,37560,2020,Kulju,Kulju,418,418,36249135.79785,328492.19875,6810730.15671
1103,37570,2020,Koivuniemi,Koivuniemi,418,418,25078945.38965,331086.70155,6806417.35113
1104,37600,2020,Valkeakoski Keskus,Valkeakoski centrum,908,908,144836516.24976,344405.39148,6796533.29351
1105,37630,2020,Vääräkoivu,Vääräkoivu,908,908,38676455.71606,338239.94319,6800167.00329
1106,37700,2020,Sääksmäki,Sääksmäki,908,908,23091425.21509,342823.19349,6788020.59609
1107,37720,2020,Ritvala,Ritvala,908,908,53036949.28296,348712.64501,6786268.18415
1108,37740,2020,Haukila,Haukila,908,908,31346746.62378,352920.08609,6790295.16787
1109,37770,2020,Tarttila,Tarttila,908,908,56447141.56836,340907.81010,6782998.70092
1110,37800,2020,Toijala keskus,Toijala centrum,020,20,181847481.38306,330235.07660,6781057.54763
1111,37830,2020,Viiala Keskus,Viiala centrum,020,20,60537278.56641,323837.52867,6790995.43443
1112,37850,2020,Metsäkansa,Metsäkansa,908,908,30253967.39038,331763.50351,6792270.69258
1113,37860,2020,Kärjenniemi,Kärjenniemi,908,908,39681761.69360,336179.29493,6792587.28537
1114,37900,2020,Kylmäkoski Asemanseutu,Kylmäkoski stationsamhälle,020,20,25888995.98022,322106.33448,6779727.07262
1115,37910,2020,Kylmäkoski Keskus,Kylmäkoski centrum,020,20,77883250.91028,318125.42571,6785350.78750
1116,37960,2020,Sotkia,Sotkia,020,20,7420194.19312,327328.94909,6782886.15651
1117,38100,2020,Karkku,Karkku,790,790,68714189.52026,289383.43166,6819131.35009
1118,38120,2020,Kutala,Kutala,790,790,28923927.19727,294923.48643,6814394.96820
1119,38130,2020,Ellivuori,Ellivuori,790,790,1597320.18066,288875.76754,6814258.41586
1120,38140,2020,Kärppälä,Kärppälä,790,790,58548829.34912,293275.01415,6810281.87058
1121,38200,2020,Vammala Keskus,Vammala centrum,790,790,23650849.41870,281547.88041,6806545.18194
1122,38210,2020,Vammala Asemanseutu,Vammala stationsamhälle,790,790,157349072.40967,279570.39326,6814226.89852
1123,38220,2020,Stormi,Stormi,790,790,120159868.22253,292476.77215,6803818.51531
1124,38250,2020,Roismala,Roismala,790,790,84155767.64514,283613.29683,6800341.50372
1125,38270,2020,Sammaljoki,Sammaljoki,790,790,76050159.19080,294456.90520,6795431.64759
1126,38280,2020,Illo,Illo,790,790,59057517.48352,285238.68304,6792794.97283
1127,38300,2020,Kiikka,Kiikka,790,790,121055905.21680,271616.55338,6808676.81643
1128,38360,2020,Kiikoinen,Kiikoinen,790,790,160890090.53809,264474.29098,6822326.49943
1129,38420,2020,Häijää,Häijää,790,790,62808883.97217,293973.83224,6825026.91359
1130,38460,2020,Mouhijärvi Keskus,Mouhijärvi centrum,790,790,143622752.67310,282730.24717,6825884.40467
1131,38470,2020,Hyynilä,Hyynilä,790,790,43964209.43274,283738.56817,6831667.34889
1132,38490,2020,Haukijärvi,Haukijärvi,108,108,15000627.46008,291622.33477,6832302.52572
1133,38510,2020,Suodenniemi,Suodenniemi,790,790,228674032.30786,274474.66310,6835285.66226
1134,38600,2020,Lavia Keskus,Lavia centrum,609,609,253346672.30518,262024.60006,6836568.37498
1135,38650,2020,Yli-Putto,Yli-Putto,609,609,58574693.98914,258823.24191,6845731.70252
1138,38700,2020,Kankaanpää Keskus,Kankaanpää centrum,214,214,125660079.72717,258868.50236,6858374.11144
1140,38720,2020,Vihteljärvi,Vihteljärvi,214,214,97276496.01282,266074.60932,6851811.15649
1145,38800,2020,Jämijärvi Keskus,Jämijärvicentrum,181,181,195405301.77063,273165.43176,6861683.28315
1146,38840,2020,Niinisalo,Niinisalo,214,214,139579406.20618,264282.85361,6872379.60846
1147,38860,2020,Suurimaa,Suurimaa,181,181,46497718.20935,269606.72199,6872830.14378
1150,38950,2020,Honkajoki Keskus,Honkajoki centrum,099,99,260596646.34473,249143.36348,6883173.39929
1152,39100,2020,Hämeenkyrö Keskus,Tavastkyrö centrum,108,108,131476474.47498,297318.29119,6836509.06680
1153,39110,2020,Simuna,Simuna,108,108,16084071.40369,300681.18954,6834613.12001
1154,39130,2020,Sasi,Sasi,108,108,45985788.81836,305369.24836,6832827.32418
1155,39150,2020,Pinsiö,Pinsiö,108,108,56479098.63647,311372.20381,6831978.16113
1156,39160,2020,Julkujärvi,Julkujärvi,980,980,11356304.99780,314688.90968,6831825.41471
1157,39170,2020,Jumesniemi,Jumesniemi,108,108,15399089.78540,301077.27672,6828473.38929
1158,39180,2020,Herttuala,Herttuala,108,108,10100772.09265,293636.37793,6835569.43636
1159,39195,2020,Kaipio,Kaipio,108,108,27387616.30786,285985.94482,6838734.14553
1160,39200,2020,Kyröskoski,Kyröskoski,108,108,85755216.24512,296149.27898,6843334.82985
1161,39230,2020,Osara,Osara,108,108,18255767.76001,297028.38047,6847634.14833
1162,39290,2020,Vesajärvi,Vesajärvi,108,108,67366325.58118,283801.58962,6843688.83373
1163,39310,2020,Viljakkala Keskus,Viljakkala centrum,980,980,94109572.69141,305058.60908,6848602.17220
1164,39340,2020,Karhe,Karhe,980,980,41858813.88367,312569.45730,6849735.97799
1165,39360,2020,Komi,Komi,980,980,37487546.04297,309320.00362,6843220.56302
1166,39380,2020,Lavajärvi,Lavajärvi,108,108,14004176.83813,311710.28854,6840333.62530
1167,39410,2020,Luhalahti,Luhalahti,143,143,99325486.56555,303799.15522,6856364.83950
1168,39430,2020,Röyhiö,Röyhiö,143,143,61705246.32825,298271.57412,6861325.05567
1169,39450,2020,Sisättö,Sisättö,143,143,141980798.24756,310365.13961,6864327.81054
1170,39500,2020,Ikaalinen Keskus,Ikalis centrum,143,143,118639150.63672,288785.60141,6858027.73180
1171,39530,2020,Kilvakkala,Kilvakkala,143,143,169762474.65601,283187.38375,6852054.11788
1172,39580,2020,Riitiala,Riitiala,143,143,100642374.33862,290286.57008,6868304.17369
1173,39590,2020,Tevaniemi,Tevaniemi,143,143,51548339.31885,294589.25827,6864489.51737
1174,39610,2020,Kovelahti,Kovelahti,143,143,60952411.19409,280831.26111,6870452.80669
1175,39620,2020,Kovesjoki,Kovesjoki,581,581,162817175.71179,274959.02950,6880395.58666
1176,39660,2020,Lapinneva,Lapinneva,581,581,68693343.55774,284909.30275,6878909.07615
1177,39700,2020,Parkano Keskus,Parkano centrum,581,581,468856012.99573,294121.50433,6883208.97929
1178,39750,2020,Vatajanjärvi,Vatajanjärvi,581,581,164595586.36292,288654.17855,6903370.76820
1179,39770,2020,Aureskoski,Aureskoski,581,581,60590538.64087,306868.41681,6884261.93552
1180,39780,2020,Alaskylä,Alaskylä,581,581,19394336.07800,289206.36041,6874782.34477
1181,39810,2020,Linnankylä,Linnankylä,250,250,74407540.10864,299981.70009,6893611.26763
1182,39820,2020,Kihniö Keskus,Kihniö centrum,250,250,275197055.32861,301859.21341,6906014.02909
1183,39880,2020,Kihniö Asemanseutu,Kihniö stationsamhälle,250,250,39462996.95679,307067.67719,6894982.17548
1184,39920,2020,Suomijärvi,Suomijärvi,230,230,93306604.76270,274935.83061,6892220.03059
1185,39930,2020,Karvia Keskus,Karvia centrum,230,230,77952419.99939,266779.34798,6899070.16336
1186,39940,2020,Kantti,Kantti,230,230,100620687.19592,264325.28780,6890664.45911
1187,39960,2020,Sarvela,Sarvela,230,230,61023460.14404,272008.70174,6901842.22888
1188,39965,2020,Karviankylä,Karviankylä,230,230,52313424.71399,276875.24738,6908564.53915
1189,39980,2020,Sara,Sara,230,230,40034329.84106,272217.11829,6910505.97572
1190,39990,2020,Alkkia,Alkkia,230,230,70169781.00342,280631.59607,6902487.61107
1191,40100,2020,Jyväskylä Keskus,Jyväskylä centrum,179,179,3769014.67700,435236.61364,6901732.88775
1192,40200,2020,Mannila-Taulumäki,Mannila-Taulumäki,179,179,4150834.85962,434022.28500,6904492.31195
1193,40250,2020,Ritoniemi-Lohikoski,Ritoniemi-Lohikoski,179,179,8689327.31006,435784.67456,6906569.81512
1194,40270,2020,Pappilanrinne-Pappilanvuori,Pappilanrinne-Pappilanvuori,179,179,79848924.10522,431028.23850,6910095.41885
1195,40320,2020,Seppälän Teollisuusalue,Seppälä industriområde,179,179,15966391.73486,437601.40042,6906313.77203
1196,40340,2020,Huhtasuo,Huhtasuo,179,179,5748254.95605,438904.63172,6905104.02871
1197,40400,2020,Halssila,Halssila,179,179,3790499.10864,437546.97949,6902035.23885
1198,40420,2020,Jyskä,Jyskä,179,179,5458552.98584,439131.51441,6901361.95354
1199,40500,2020,Keljo-Ristonmaa,Keljo-Ristonmaa,179,179,25155864.94385,429373.79527,6897669.60071
1200,40520,2020,Kuokkala-Ristikivi,Kuokkala-Ristikivi,179,179,14038520.22339,436364.10223,6898989.66593
1201,40530,2020,Keljonkangas,Keljonkangas,179,179,22265860.39062,431952.78669,6895762.78583
1202,40600,2020,Mattilanpelto,Mattilanpelto,179,179,1376771.20581,433316.67288,6900394.10257
1203,40620,2020,Keskussairaala-alue-Kukkumäki,Centralsjukhusområde-Kukkumäki,179,179,354363.69873,432864.80340,6900531.17745
1204,40630,2020,Kypärämäki,Kypärämäki,179,179,12293541.03247,430065.13457,6901715.92511
1205,40640,2020,Keltinmäki,Keltinmäki,179,179,7204800.56470,430847.02758,6900093.69720
1206,40660,2020,Länsi-Palokka,Länsi-Palokka,179,179,20459470.84106,427653.91500,6904264.98926
1207,40700,2020,Mäki-Matti,Mäki-Matti,179,179,1714727.12427,433426.83211,6901604.08265
1208,40720,2020,Nisula,Nisula,179,179,1506522.53735,434181.01484,6902822.15582
1209,40740,2020,Kortepohja,Kortepohja,179,179,4570333.46509,432645.18477,6903713.29796
1210,40800,2020,Vaajakoski,Vaajakoski,179,179,61928307.72559,442563.28115,6901650.87149
1211,40820,2020,Vuoritsalo,Vuoritsalo,179,179,16810627.36938,438882.38796,6897069.76277
1212,40900,2020,Säynätsalo,Säynätsalo,179,179,30094308.06519,435539.85995,6887576.61994
1213,40930,2020,Kinkomaa,Kinkomaa,500,500,15734804.88330,435753.64023,6893488.37197
1214,40950,2020,Muurame Keskus,Muurame centrum,500,500,155606486.75562,428136.91235,6889503.76260
1215,41120,2020,Puuppola,Puuppola,179,179,49229880.90112,432616.62187,6914058.17634
1216,41140,2020,Kuikka,Kuikka,179,179,41577490.04297,424486.02605,6917679.26010
1217,41160,2020,Tikkakoski,Tikkakoski,179,179,52020940.85669,431922.66762,6919084.00332
1218,41180,2020,Vehniä,Vehniä,410,410,51254273.68359,431660.49681,6924785.45355
1219,41210,2020,Jokihaara,Jokihaara,892,892,45587301.81445,423917.65278,6924345.42745
1220,41220,2020,Höytiä,Höytiä,892,892,66740958.48096,415188.06910,6921925.85099
1221,41230,2020,Uurainen Keskus,Uurainen centrum,892,892,103575037.75464,418398.10424,6930887.11435
1222,41240,2020,Kyynämöinen,Kyynämöinen,892,892,91704700.94800,409289.65922,6928072.47210
1223,41260,2020,Hoikankylä,Hoikankylä,729,729,37525994.93384,413375.48168,6939545.21730
1224,41270,2020,Lannevesi,Lannevesi,729,729,82645572.28296,418149.40648,6941573.62994
1225,41290,2020,Kangashäkki,Kangashäkki,892,892,62833090.06201,427850.02368,6931995.60196
1226,41310,2020,Leppävesi,Leppävesi,410,410,31874310.00024,441216.41347,6910462.61845
1227,41325,2020,Laukkavirta,Laukkavirta,410,410,51601463.26880,451888.30585,6916307.81539
1228,41330,2020,Vihtavuori,Vihtavuori,410,410,59584918.28394,444132.26254,6913418.02430
1229,41340,2020,Laukaa Keskus,Laukaa centrum,410,410,38111559.66992,446516.13293,6917867.99946
1230,41350,2020,Laukaa Asemanseutu,Laukaa stationsamhälle,410,410,50034168.14917,440425.09192,6922117.52432
1231,41360,2020,Valkola,Valkola,410,410,54143826.29199,438635.18259,6927809.27074
1232,41370,2020,Kuusa,Kuusa,410,410,190115994.61499,451953.11564,6924928.51555
1233,41390,2020,Äijälä,Äijälä,410,410,58398161.11133,451194.75257,6932038.89020
1234,41400,2020,Lievestuore,Lievestuore,410,410,218748349.86694,456537.36421,6905647.72938
1235,41410,2020,Kankainen,Kankainen,850,850,47727132.28467,460595.33322,6892017.57486
1236,41440,2020,Ruuhimäki,Ruuhimäki,850,850,33977881.05859,456574.73887,6896969.63027
1237,41450,2020,Leppälahti,Leppälahti,179,179,68768373.43311,447335.38045,6899964.33219
1238,41490,2020,Niemisjärvi,Niemisjärvi,077,77,103128353.96973,466128.72622,6905040.49088
1239,41500,2020,Hankasalmi Asemanseutu,Hankasalmi stationsamhälle,077,77,136774847.00366,474111.31571,6905427.68049
1240,41520,2020,Hankasalmi Keskus,Hankasalmi centrum,077,77,200870693.01685,474149.77694,6919381.92323
1241,41530,2020,Veneranta,Veneranta,077,77,32121516.14380,465346.14201,6916300.28958
1242,41540,2020,Ristimäki,Ristimäki,077,77,76446990.53467,465034.78036,6927055.94891
1243,41550,2020,Hannula,Hannula,077,77,37180578.16309,462062.11292,6932831.91139
1244,41560,2020,Säkinmäki,Säkinmäki,077,77,63455963.27197,474106.64568,6927911.51570
1245,41580,2020,Sauvamäki,Sauvamäki,077,77,79655098.62720,480800.00120,6908733.25986
1246,41630,2020,Oravasaari,Oravasaari,179,179,88620971.10693,440635.54142,6888061.61503
1247,41660,2020,Toivakka Keskus,Toivakka centrum,850,850,315224889.67212,451547.34433,6884326.03411
1248,41710,2020,Rutalahti-Kivisuo,Rutalahti-Kivisuo,179,179,138726283.05029,444198.38324,6872749.91655
1249,41730,2020,Kivisuo,Kivisuo,172,172,55563300.41431,444714.24863,6862808.41912
1250,41750,2020,Havumäki,Havumäki,172,172,86488454.64917,462472.26002,6873837.81035
1251,41770,2020,Leivonmäki,Leivonmäki,172,172,173640639.60278,454318.38287,6865191.40016
1252,41800,2020,Korpilahti Keskus,Korpilahti centrum,179,179,383945004.91211,422184.61841,6878514.86199
1253,41820,2020,Saakoski,Saakoski,179,179,50015544.27661,415793.52086,6872622.25932
1254,41840,2020,Moksi,Moksi,179,179,31986818.49731,416504.25584,6886756.93238
1255,41860,2020,Rannila,Rannila,179,179,27031268.56616,420388.42201,6892255.72753
1256,41870,2020,Putkilahti,Putkilahti,179,179,106291415.38916,429996.58185,6862998.09863
1257,41880,2020,Oittila,Oittila,179,179,70846193.04419,436504.78328,6870396.61020
1258,41900,2020,Petäjävesi Keskus,Petäjävesi centrum,592,592,261093669.44360,403906.05556,6906169.68070
1259,41920,2020,Kintaus,Kintaus,592,592,76450805.18115,412904.90526,6906140.39888
1260,41925,2020,Ylä-Kintaus,Ylä-Kintaus,592,592,35217693.38550,413527.13253,6914876.76925
1261,41930,2020,Kuohu,Kuohu,179,179,58524347.39966,417712.01920,6903603.00064
1262,41940,2020,Vesanka,Vesanka,179,179,135708979.39746,420975.00173,6907210.03545
1263,41970,2020,Huttula,Huttula,249,249,47545828.22803,397370.98843,6904933.34925
1264,41980,2020,Kuivasmäki,Kuivasmäki,592,592,76814884.33032,406871.63212,6916456.40703
1265,42100,2020,Jämsä Keskus,Jämsä centrum,182,182,773122648.37256,405627.26037,6859086.54456
1266,42140,2020,Juokslahti,Juokslahti,182,182,58453393.23877,411015.95230,6872800.33984
1267,42220,2020,Kaipola,Kaipola,182,182,14348463.31616,406604.07382,6854997.78334
1268,42300,2020,Jämsänkoski Keskus,Jämsänkoski centrum,182,182,58583063.09253,404060.40726,6869188.33035
1269,42330,2020,Haavisto,Haavisto,182,182,70350931.70923,400306.47790,6877845.81610
1270,42440,2020,Koskenpää,Koskenpää,182,182,331081422.79028,400728.86039,6888399.15013
1271,42520,2020,Asunta,Asunta,249,249,83818461.44141,392422.97697,6906237.61774
1272,42560,2020,Pohjoisjärvi,Pohjoisjärvi,249,249,45255097.63550,387241.28850,6893760.11694
1273,42600,2020,Multia Keskus-Väätäiskylä,Multia centrum-Väätäiskylä,495,495,513631858.67383,388271.60261,6927141.68807
1274,42660,2020,Sahrajärvi,Sahrajärvi,495,495,111883711.94238,402907.32906,6932781.30710
1275,42700,2020,Keuruu Keskus,Keuruu centrum,249,249,609868231.53076,378701.86587,6909015.45258
1276,42720,2020,Valkealahti,Valkealahti,249,249,1162677.29834,378705.36329,6900874.61575
1277,42800,2020,Haapamäki,Haapamäki,249,249,130013211.33862,366592.60166,6904594.06881
1278,42820,2020,Riiho,Riiho,249,249,46410284.71582,362217.51698,6899082.20686
1279,42830,2020,Ylä-Kolkki,Ylä-Kolkki,508,508,47437852.84229,355903.06925,6900434.12483
1280,42840,2020,Kolkki,Kolkki,508,508,78979231.58008,354691.95569,6890950.68431
1281,42850,2020,Pohjaslahti,Pohjaslahti,508,508,95393051.30713,348196.80319,6895951.59709
1282,42870,2020,Kotala,Kotala,936,936,176354890.93750,345634.05665,6907540.07689
1283,42910,2020,Pihlajavesi,Pihlajavesi,249,249,273326485.40845,362684.65568,6919366.16980
1284,42930,2020,Katajamäki,Katajamäki,249,249,156074227.06299,352984.69487,6914343.33069
1285,43100,2020,Saarijärvi Keskus,Saarijärvi centrum,729,729,340786261.72729,412175.47041,6953229.46438
1286,43130,2020,Tarvaala,Tarvaala,729,729,27434887.72314,413008.19539,6947872.31551
1287,43170,2020,Häkkilä,Häkkilä,729,729,246986027.22119,424157.59237,6966639.05634
1288,43220,2020,Mahlu,Mahlu,729,729,178905660.28467,397041.57731,6945045.30328
1289,43240,2020,Lehtola,Lehtola,729,729,48418042.75757,398959.37096,6957032.73469
1290,43250,2020,Kolkanlahti,Kolkanlahti,729,729,50625767.59302,405224.62177,6957896.77449
1291,43270,2020,Kalmari,Kalmari,729,729,137620055.56470,399360.80282,6965766.15407
1292,43300,2020,Kannonkoski Keskus,Kannonkoski centrum,216,216,388631569.50659,414926.12256,6985477.28906
1293,43340,2020,Kannonjärvi,Kannonjärvi,216,216,103191797.63013,410793.46501,6972172.23571
1294,43390,2020,Lokakylä,Lokakylä,265,265,65712974.78149,412686.01119,6999595.87243
1295,43420,2020,Kukko,Kukko,729,729,91535157.98755,384145.31752,6944179.23810
1296,43430,2020,Väätäiskylä,Väätäiskylä,495,495,110426790.15308,376142.22958,6942415.38521
1297,43440,2020,Pylkönmäki Keskus,Pylkönmäki centrum,729,729,179661602.95435,384722.85032,6953208.98682
1298,43480,2020,Pääjärvi,Pääjärvi,729,729,47216195.19043,388319.70856,6962435.41724
1299,43490,2020,Kangasaho,Kangasaho,226,226,170904803.71680,378167.56798,6962439.53869
1300,43500,2020,Karstula Keskus,Karstula centrum,226,226,183390499.39331,388531.96605,6973021.40261
1301,43520,2020,Kiminki,Kiminki,226,226,105891098.17065,383277.42066,6983893.91775
1302,43540,2020,Rantakylä-Pirttilahti,Rantakylä-Pirttilahti,226,226,37067374.95410,381331.04755,6971886.01567
1303,43560,2020,Vahanka,Vahanka,226,226,170112297.81665,372361.34790,6976860.84980
1304,43610,2020,Aho,Aho,226,226,50558770.40527,403509.16651,6975064.00105
1305,43640,2020,Humppi,Humppi,226,226,41729406.93921,392988.74980,6978686.80071
1306,43660,2020,Vastinki,Vastinki,226,226,140553791.63135,396998.77944,6984434.63686
1307,43700,2020,Kyyjärvi Keskus,Kyyjärvi centrum,312,312,348380803.71777,373848.58270,6994271.85096
1308,43720,2020,Kumpulainen,Kumpulainen,312,312,111735679.05225,387581.45993,6996994.80855
1309,43800,2020,Kivijärvi Keskus-Sompala,Kivijärvi centrum-Sompala,265,265,434487056.01074,397238.73160,7004779.54530
1310,43840,2020,Sompala,Sompala,265,265,35832725.85596,404145.97180,6992104.41064
1311,43900,2020,Kinnula Keskus,Kinnula centrum,256,256,367557607.88037,399668.04196,7029128.14787
1312,43940,2020,Muhola-Saarensalmi,Muhola-Saarensalmi,256,256,85245390.03442,403551.68772,7019474.05168
1313,43960,2020,Saarensalmi,Saarensalmi,256,256,112149118.44238,411635.80209,7018469.04634
1314,44100,2020,Äänekoski Keskus,Äänekoski centrum,992,992,39896324.45557,434232.85209,6941117.17314
1315,44120,2020,Mämmensalmi-Mustaniemi,Mämmensalmi-Mustaniemi,992,992,6189270.43677,434973.12607,6944562.48999
1316,44150,2020,Likolahti-Karhunlähde,Likolahti-Karhunlähde,992,992,149160714.45898,430616.18803,6951272.85425
1317,44160,2020,Huutomäki,Huutomäki,992,992,29879682.19653,430217.23746,6937483.06875
1318,44170,2020,Hietama,Hietama,992,992,62882963.91895,425436.34392,6941156.41455
1319,44190,2020,Parantala,Parantala,992,992,30213140.10376,424391.11418,6947574.74217
1320,44200,2020,Suolahti Keskus,Suolahti centrum,992,992,85651906.92627,441907.78690,6939566.39862
1321,44220,2020,Sörkänmäki,Sörkänmäki,992,992,15545990.20337,440222.96870,6943393.13360
1322,44250,2020,Äänekoivisto,Äänekoivisto,992,992,43656491.16748,435856.12666,6933527.67436
1323,44260,2020,Vihijärvi,Vihijärvi,992,992,82059621.29932,445378.47846,6945834.36488
1324,44280,2020,Sumiainen Keskus,Sumiainen centrum,992,992,224104991.79688,450847.32747,6953170.28841
1325,44300,2020,Konnevesi Keskus,Konnevesi centrum,275,275,246511241.19531,462676.49915,6945615.28068
1326,44320,2020,Sirkkamäki,Sirkkamäki,275,275,94710111.74780,472543.53627,6937473.52616
1327,44330,2020,Hytölä,Hytölä,275,275,84288848.71411,457054.58940,6936984.19554
1328,44350,2020,Istunmäki,Istunmäki,275,275,162555183.17676,472539.43326,6951566.61574
1329,44370,2020,Mäntymäki,Mäntymäki,275,275,155169406.58521,456677.00618,6964259.34339
1330,44400,2020,Konginkangas Keskus,Konginkangas centrum,992,992,94348459.12207,440587.42605,6961563.46089
1331,44420,2020,Liimattala,Liimattala,992,992,61820322.65723,436814.33992,6955940.68888
1332,44440,2020,Räihä,Räihä,992,992,85543115.29810,436537.13591,6968587.31250
1333,44460,2020,Kalaniemi,Kalaniemi,992,992,113388060.44580,440417.34258,6972409.23585
1334,44480,2020,Niinilahti,Niinilahti,931,931,96159316.39062,439647.79215,6978989.63979
1335,44500,2020,Viitasaari Keskus,Viitasaari centrum,931,931,279204940.23120,437839.80410,6996307.75914
1336,44530,2020,Ilmolahti,Ilmolahti,931,931,93605916.59302,444993.61698,6982305.88376
1337,44580,2020,Huopanankoski,Huopanankoski,931,931,87634221.99414,424951.12443,6994248.73119
1338,44590,2020,Vuorilahti,Vuorilahti,931,931,70745945.35474,428023.78106,6982456.97284
1339,44610,2020,Kärnä,Kärnä,931,931,101903579.42944,443200.36725,7011084.54396
1340,44630,2020,Kumpumäki,Kumpumäki,931,931,138810583.96875,451432.75030,7011289.75479
1341,44640,2020,Kymönkoski,Kymönkoski,931,931,150634091.39380,449813.07293,6997753.41159
1342,44670,2020,Suovanlahti,Suovanlahti,931,931,135324577.53662,454178.42427,6985024.95913
1343,44680,2020,Lahnanen,Lahnanen,931,931,66956053.22827,457062.85521,6992556.12421
1344,44730,2020,Löytänä,Löytänä,931,931,59829470.04150,432479.40816,7013409.39151
1345,44740,2020,Keitelepohja-Kotvala,Keitelepohja-Kotvala,931,931,115534462.57129,427146.12881,7010025.21193
1346,44760,2020,Keihärinkoski,Keihärinkoski,931,931,229199188.95776,419972.96577,7004604.37141
1347,44770,2020,Valkeisjärvi,Valkeisjärvi,931,931,6816360.68457,418330.71047,7006546.40837
1348,44790,2020,Kotvala,Kotvala,931,931,27157045.81860,419229.25120,7011019.05169
1349,44800,2020,Pihtipudas Keskus,Pihtipudas centrum,601,601,326235517.30981,426566.86245,7025209.28773
1350,44860,2020,Alvajärvi,Alvajärvi,601,601,192753516.00513,417727.18356,7035046.11845
1351,44880,2020,Muurasjärvi,Muurasjärvi,601,601,216379958.99683,413973.28652,7047312.36080
1352,44910,2020,Elämäjärvi,Elämäjärvi,601,601,107318766.33130,430406.55675,7041238.94368
1353,44920,2020,Peninki,Peninki,601,601,88878348.68799,438811.84446,7034979.37267
1354,44950,2020,Kärväsjärvi,Kärväsjärvi,601,601,84464989.21069,439639.99115,7023746.93457
1355,44970,2020,Korppinen,Korppinen,601,601,230357065.90308,449579.88182,7027566.03918
1356,45100,2020,Kouvola Keskus,Kouvola centrum,286,286,66447543.68457,488188.17622,6747429.31884
1357,45120,2020,Kotkankallio-Vahteronmäki,Kotkankallio-Vahteronmäki,286,286,3492444.55933,485567.82851,6747289.27077
1358,45130,2020,Korjala-Kaunisnurmi,Korjala-Kaunisnurmi,286,286,7164285.56494,481110.74885,6747580.99761
1359,45150,2020,Kankaronmäki-Eskolanmäki,Kankaronmäki-Eskolanmäki,286,286,4176956.38477,484945.24832,6746138.04800
1360,45160,2020,Lehtomäki,Lehtomäki,286,286,3595963.82056,484791.16176,6750301.37730
1361,45200,2020,Tornionmäki,Tornionmäki,286,286,11195740.96460,487177.04929,6749295.98427
1362,45330,2020,Harju,Harju,286,286,13970907.03833,483673.95048,6754954.11230
1363,45360,2020,Kukkuramäki,Kukkuramäki,286,286,16749698.31421,487277.82187,6753444.07424
1364,45370,2020,Valkeala kk,Valkeala kb,286,286,108910834.52832,491179.92373,6759059.49514
1365,45410,2020,Utti,Utti,286,286,80276581.17627,496768.63175,6750985.21398
1366,45460,2020,Savero,Savero,286,286,40128943.24146,498909.19153,6744040.59787
1367,45610,2020,Koria,Koria,286,286,139463815.73633,475674.38561,6742505.46382
1368,45700,2020,Kuusankoski Keskus,Kuusankoski centrum,286,286,15323684.93237,480274.62598,6752426.74075
1369,45720,2020,Kotiharju-Puhjonmäki,Kotiharju-Puhjonmäki,286,286,9115865.73071,481757.97197,6750516.54933
1370,45740,2020,Maunuksela,Maunuksela,286,286,25902708.54272,475876.69118,6751165.93033
1371,45750,2020,Kuusankosken Sairaala-alue,Kuusankoski sjukhusområde,286,286,211787.70239,479707.91337,6753319.98122
1372,45810,2020,Pilkanmaa,Pilkanmaa,286,286,40403828.93579,475516.37229,6757460.34597
1373,45910,2020,Voikkaa,Voikkaa,286,286,46394899.52612,479483.13115,6760658.87160
1374,45940,2020,Oravala,Oravala,286,286,26431121.13086,478910.31497,6761600.76717
1375,46110,2020,Tuohikotti,Tuohikotti,286,286,152637231.28589,505019.27881,6773411.96441
1376,46140,2020,Vekaranjärvi,Vekaranjärvi,286,286,43764149.78271,498409.46978,6776304.39018
1377,46230,2020,Aro,Aro,286,286,143230036.62500,493862.19931,6770170.76393
1378,46400,2020,Kaipiainen,Kaipiainen,286,286,124443457.32202,509012.32809,6750538.70666
1379,46430,2020,Tirva-Inkerilä,Tirva-Inkerilä,286,286,98616174.53345,503366.50653,6760487.29746
1380,46450,2020,Enäjärvi,Enäjärvi,286,286,52521972.82202,507227.99099,6744875.34025
1381,46530,2020,Kannuskoski,Kannuskoski,441,441,103005870.21777,511751.70790,6762016.23666
1382,46570,2020,Saaramaa,Saaramaa,286,286,39264370.28833,518229.79447,6746500.98116
1383,46710,2020,Sippola,Sippola,286,286,172797516.12964,502986.89993,6737423.67047
1384,46730,2020,Ruotila,Ruotila,286,286,20276073.39478,504566.09114,6730066.40460
1385,46750,2020,Liikkala,Liikkala,286,286,32661731.75439,499607.30279,6728196.86151
