objectid,posti_alue,vuosi,nimi,namn,kunta,kuntanro,pinta_ala,xcoord,ycoord
2661,91620,2020,Sanginkylä,Sanginkylä,889,889,378171000.25464,492605.94634,7191356.98294
2662,91630,2020,Juorkuna,Juorkuna,889,889,485898634.00269,498073.75271,7210640.19527
2663,91640,2020,Särkijärvi,Särkijärvi,889,889,257051199.34155,511428.87458,7198619.04227
2664,91660,2020,Ahmas,Ahmas,889,889,105670207.31958,473020.96365,7167426.47638
2665,91670,2020,Rokua,Rokua,889,889,38621058.02539,474899.31923,7161817.03157
2666,91700,2020,Vaala Keskus-Oterma,Vaala centrum-Oterma,785,785,211080509.69922,490903.45343,7160954.43263
2667,91710,2020,Jylhämä,Jylhämä,785,785,6222861.37280,489031.74848,7161157.55595
2668,91720,2020,Oterma,Oterma,785,785,268195586.77881,503697.95511,7174391.02375
2669,91730,2020,Kankari,Kankari,785,785,89489101.26855,499464.72742,7158224.27172
2670,91740,2020,Jaalanka-Liminpuro,Jaalanka-Liminpuro,785,785,158836654.07373,507564.05681,7159849.74075
2671,91750,2020,Liminpuro,Liminpuro,785,785,126999058.34131,515515.21371,7156295.84038
2672,91760,2020,Säräisniemi,Säräisniemi,785,785,244469860.57471,491082.57780,7141549.28826
2673,91780,2020,Neittävä,Neittävä,785,785,64453656.02197,482197.30629,7154023.60807
2674,91790,2020,Nuojua,Nuojua,785,785,33887363.30835,482534.53506,7161014.26546
2675,91800,2020,Tyrnävä,Tyrnävä,859,859,541294356.03809,444959.90524,7174024.41186
2676,91900,2020,Liminka Keskus,Limingo centrum,425,425,219084410.43799,422074.46577,7182552.80587
2677,91910,2020,Tupos,Tupos,425,425,40164905.73755,426628.27062,7193611.22009
2678,91930,2020,Ala-Temmes,Ala-Temmes,425,425,33573392.01294,430125.98253,7182688.13980
2679,91950,2020,Temmes,Temmes,425,425,155819772.55835,433872.36956,7170025.66313
2680,91980,2020,Lumijoki,Lumijoki,436,436,173807586.13184,412092.33400,7190660.09588
2681,92100,2020,Raahe Keskus,Brahestad centrum,678,678,9271221.92383,378542.56886,7175663.61748
2682,92120,2020,Ollinsaari-Mestauskallio,Ollinsaari-Mestauskallio,678,678,9877463.30786,381639.77759,7173574.57596
2683,92130,2020,Isoholmi-Antinkangas,Isoholmi-Antinkangas,678,678,2646166.67236,381201.88387,7176483.92190
2684,92140,2020,Pattijoki Keskus,Pattijoki centrum,678,678,188340443.60156,389629.59349,7176762.48403
2685,92150,2020,Kummatti-Junnilanmäki,Kummatti-Junnilanmäki,678,678,3036349.74146,379521.79066,7173966.26157
2686,92160,2020,Saloinen,Saloinen,678,678,34081300.53613,379477.12787,7169963.19901
2687,92180,2020,Lapaluoto,Lapaluoto,678,678,1288915.21216,376714.53352,7173428.87568
2688,92210,2020,Arkkukari,Arkkukari,678,678,26466680.38232,378014.65280,7166411.18130
2689,92220,2020,Piehinki,Piehinki,678,678,106773687.38452,379095.24999,7159655.60197
2690,92230,2020,Mattilanperä,Mattilanperä,678,678,32034432.47339,384941.72301,7165072.84537
2691,92240,2020,Lasikangas,Lasikangas,678,678,28148673.98633,389104.48711,7169597.18674
2692,92260,2020,Kopsa,Kopsa,678,678,120432160.51343,389140.10715,7159309.63802
2693,92320,2020,Siikajoki Keskus,Siikajoki centrum,748,748,161037244.25366,393499.75203,7188324.53700
2694,92330,2020,Karinkanta,Karinkanta,748,748,87232881.76709,402274.43117,7194509.15782
2695,92350,2020,Revonlahti,Revonlahti,748,748,161969652.35425,402960.81975,7179753.47781
2696,92400,2020,Ruukki Keskus,Ruukki centrum,748,748,114612393.56274,409703.57173,7172615.26245
2697,92430,2020,Paavola-Huumola,Paavola-Huumola,748,748,223703128.25513,418463.38804,7165361.17803
2698,92440,2020,Saarikoski,Saarikoski,748,748,12682167.81982,425560.30597,7167318.56751
2699,92450,2020,Luohua,Luohua,748,748,131125151.09766,418527.89515,7154089.21307
2700,92470,2020,Tuomioja,Tuomioja,748,748,127017907.61597,402232.00977,7165135.83062
2701,92500,2020,Rantsila Keskus,Rantsila centrum,791,791,630781134.31958,438043.42951,7149818.57744
2702,92520,2020,Sipola,Sipola,791,791,54923322.90234,445893.29497,7144154.14512
2703,92530,2020,Mankila,Mankila,791,791,43457751.07617,427874.08444,7163092.55297
2704,92600,2020,Pulkkila Keskus,Pulkkila centrum,791,791,292858656.67139,440066.47826,7129894.23571
2705,92610,2020,Vorna,Vorna,791,791,44736233.27197,449066.98652,7137613.98734
2706,92620,2020,Piippola Keskus,Piippola centrum,791,791,335297765.77563,453007.29424,7113752.65462
2707,92640,2020,Leskelä,Leskelä,791,791,79196444.84106,440183.22522,7115980.34244
2708,92650,2020,Laakkola,Laakkola,791,791,65221564.03223,436600.72733,7122717.66762
2709,92700,2020,Kestilä,Kestilä,791,791,733868831.31836,466335.26027,7133866.09278
2710,92810,2020,Pelsonsuo,Pelsonsuo,785,785,115053189.49756,471813.25218,7154154.57413
2711,92830,2020,Veneheitto,Veneheitto,785,785,217703051.34814,478789.69004,7141998.50458
2712,92910,2020,Tavastkenkä,Tavastkenkä,630,630,252759889.58325,477178.52203,7114154.41032
2713,92920,2020,Ahokylä,Ahokylä,630,630,191261515.80664,479125.94281,7099735.01164
2714,92930,2020,Pyhäntä,Pyhäntä,630,630,309318480.98145,466784.55234,7102272.24775
2715,93100,2020,Pudasjärvi Keskus,Pudasjärvi centrum,615,615,902094823.74927,505423.06810,7244189.92132
2716,93140,2020,Kipinä,Kipinä,615,615,466209360.98950,479526.88492,7241836.97708
2717,93160,2020,Hetejärvi,Hetejärvi,615,615,491717662.29150,490500.04172,7227576.68892
2718,93170,2020,Yli-Kollaja,Yli-Kollaja,615,615,206884601.67383,477055.89628,7255145.08053
2719,93180,2020,Ikosenniemi,Ikosenniemi,615,615,73664164.34619,481664.09860,7266186.10184
2720,93187,2020,Ala-Siurua,Ala-Siurua,615,615,212603724.34619,470804.23093,7266479.99047
2723,93220,2020,Livo,Livo,615,615,218799559.76831,497836.56743,7271228.46736
2724,93225,2020,Pärjänsuo,Pärjänsuo,615,615,276340959.26660,508614.43093,7272919.75454
2727,93270,2020,Sotkajärvi,Sotkajärvi,615,615,325026323.21680,522611.93174,7249943.11198
2728,93277,2020,Iinattijärvi,Iinattijärvi,615,615,199064462.41040,522247.06058,7260568.93593
2730,93290,2020,Pintamo,Pintamo,615,615,135837757.32422,532022.46436,7260443.57976
2731,93350,2020,Jaurakkajärvi,Jaurakkajärvi,615,615,277782073.72925,531649.66075,7227579.91146
2732,93390,2020,Puhoskylä,Puhoskylä,615,615,350151748.38428,541578.27476,7242263.43220
2733,93400,2020,Taivalkoski Keskus,Taivalkoski centrum,832,832,1308393903.78345,558640.87810,7274539.70277
2734,93420,2020,Jurmu,Jurmu,832,832,243422506.65503,542407.15535,7263875.86066
2737,93540,2020,Tyrövaara,Tyrövaara,832,832,405319189.03101,588842.57468,7267462.00008
2738,93590,2020,Vanhala,Vanhala,832,832,333098313.03003,565831.79941,7248046.42430
2740,93700,2020,Kurkijärvi - Oijusluoma,Kurkijärvi - Oijusluoma,305,305,2749586343.23706,604595.85996,7294011.61155
2721,93190,2020,Yli-Siurua-Ikosenniemi,Yli-Siurua-Ikosenniemi,615,615,353812407.33447,478755.42200,7279268.50601
2722,93195,2020,Kokkokylä,Kokkokylä,615,615,37872324.94019,483440.88512,7286005.32840
2725,93240,2020,Rytinki,Rytinki,615,615,154549539.66699,511516.56523,7287877.41272
2726,93250,2020,Sarajärvi,Sarajärvi,615,615,592160900.06665,523357.18454,7300372.20902
2729,93280,2020,Syöte,Syöte,615,615,393519800.49951,527610.65822,7277432.25719
2735,93440,2020,Loukusa,Loukusa,832,832,164914949.24170,540359.91035,7293540.87239
2736,93470,2020,Inget,Inget,832,832,204264737.33545,567662.15788,7295385.45211
2739,93600,2020,Kuusamo,Kuusamo,305,305,78763154.32642,598908.52617,7317903.24617
2741,93800,2020,Muojärvi,Muojärvi,305,305,1593960149.93335,609886.16574,7328517.00316
2742,93830,2020,Rukatunturi,Rukatunturi,305,305,286135854.20972,599298.25125,7339943.90075
2743,93900,2020,Oulangan kansallispuisto,Oulangan kansallispuisto,305,305,1136540756.76050,594091.03123,7359517.35178
2744,93999,2020,Lososaari,Lososaari,305,305,16225010.22266,579751.82741,7341838.32433
2745,94100,2020,Kemi Keskus,Kemi centrum,240,240,8005005.36621,385793.20783,7290182.03000
2746,94200,2020,Torvinen-Vainio,Torvinen-Vainio,240,240,8500011.53931,387624.22726,7295626.40558
2747,94300,2020,Pajusaari,Pajusaari,240,240,14693049.25952,384755.25008,7295740.78242
2748,94400,2020,Keminmaa Keskus,Keminmaa centrum,241,241,13696848.20972,387537.20684,7301988.19314
2749,94430,2020,Kaakamo,Kaakamo,851,851,34588104.03955,382365.60434,7301368.36497
2750,94450,2020,Lassila-Jokisuu,Lassila-Jokisuu,241,241,13292134.17041,385069.87480,7299059.36407
2751,94460,2020,Ruottala,Ruottala,851,851,33912544.01709,384956.37168,7309426.68840
2752,94500,2020,Lautiosaari,Lautiosaari,241,241,578610067.97559,409510.33095,7310100.61960
2753,94600,2020,Ristikangas-Kivikko,Ristikangas-Kivikko,240,240,20781441.72363,391785.03122,7295107.24939
2754,94700,2020,Takajärvi-Haukkari,Takajärvi-Haukkari,240,240,27727617.08057,392948.48162,7291677.96693
2755,94720,2020,Peurasaari,Peurasaari,240,240,1167830.79785,389699.74530,7290800.64219
2756,94800,2020,Veitsiluoto,Veitsiluoto,240,240,2525892.42529,390693.95981,7287789.18048
2757,94830,2020,Pikku Berliini-Hepola,Pikku Berliini-Hepola,240,240,21261325.44287,393869.93495,7286735.52874
2758,94900,2020,Ajos,Ajos,240,240,9160617.90649,387923.99737,7285109.18229
2759,95100,2020,Kuivaniemi Keskus,Kuivaniemi centrum,139,139,349584367.77856,427364.57717,7284483.04458
2760,95110,2020,Kuivaniemi kk,Kuivaniemi kb,139,139,44800362.05640,419951.93208,7271532.21092
2761,95130,2020,Hyryoja,Hyryoja,139,139,89395108.19922,434447.02618,7280013.32865
2762,95160,2020,Oijärvi-Lamminperä,Oijärvi-Lamminperä,139,139,606435140.82910,455443.46912,7285810.37745
2763,95200,2020,Simo Keskus,Simo centrum,751,751,295922689.10645,416563.62599,7291312.02471
2764,95210,2020,Filpus,Filpus,751,751,29879845.13208,407619.05112,7281323.32316
2765,95220,2020,Simoniemi,Simoniemi,751,751,12370924.87134,403939.58500,7282834.87267
2766,95225,2020,Viantie,Viantie,751,751,117459112.08130,407444.71206,7295413.24403
2767,95230,2020,Maksniemi,Maksniemi,751,751,82662984.40918,398952.26719,7288938.13352
2768,95255,2020,Alaniemi,Alaniemi,751,751,110733677.92822,426061.83456,7304890.04882
2769,95260,2020,Tainionjoki,Tainionjoki,751,751,381187535.46362,435305.17196,7314151.64665
2770,95270,2020,Yli-Kärppä-Tainionjoki,Yli-Kärppä-Tainionjoki,751,751,170884220.77612,444590.92095,7298725.26597
2771,95300,2020,Tervola Keskus,Tervola centrum,845,845,386630020.04956,413906.57525,7330472.41885
2772,95310,2020,Liedakkala,Liedakkala,241,241,28988714.09106,388379.98848,7307343.59921
2773,95315,2020,Törmä,Törmä,241,241,59918995.91187,390136.13795,7314155.93074
2774,95325,2020,Paakkola,Paakkola,845,845,64837253.95923,393523.50707,7323627.86497
2775,95330,2020,Tervola,Tervola,845,845,475124751.19702,394868.15350,7343367.88508
2776,95340,2020,Loue,Loue,845,845,88675605.34399,407943.49421,7340037.19095
2777,95350,2020,Peura,Peura,845,845,316685.82495,415216.81078,7338232.45233
2778,95355,2020,Koivu-Peura,Koivu-Peura,845,845,437785702.73901,431925.16580,7337557.36597
2779,95365,2020,Maula,Maula,241,241,66342513.95996,399274.46277,7309549.21377
2780,95370,2020,Itäkoski,Itäkoski,241,241,79909685.31592,399064.55120,7315914.36808
2781,95375,2020,Yli-Paakkola,Yli-Paakkola,845,845,26638124.03687,398659.13774,7320827.38767
2782,95400,2020,Tornio Keskus,Torneå centrum,851,851,7672917.53662,370062.06813,7299339.36081
2783,95410,2020,Kiviranta,Kiviranta,851,851,11393902.77612,371095.77424,7308733.49263
2784,95420,2020,Miukki-Palosaari-Luotomäki,Miukki-Palosaari-Luotomäki,851,851,5898212.21973,371353.93124,7305033.57641
2785,95430,2020,Suensaari,Suensaari,851,851,1143568.52344,369518.39486,7307076.60746
2786,95440,2020,Kyläjoki,Kyläjoki,851,851,50372413.26733,378617.91678,7304062.36976
2787,95450,2020,Kirkonmäki,Kirkonmäki,851,851,12003803.20996,370712.06129,7301258.72334
2788,95460,2020,Kantojärvi,Kantojärvi,851,851,99097696.56543,377904.18498,7311442.94947
2789,95470,2020,Pirkkiö-Röyttä,Pirkkiö-Röyttä,851,851,19789374.60059,373066.00985,7300255.28458
2790,95490,2020,Terästehtaanalue,Stålverksområde,851,851,1030850.72046,371103.57600,7296722.90203
2791,95500,2020,Vojakkala-Yli-Liakka,Vojakkala-Yli-Liakka,851,851,72399985.09082,372436.50189,7316330.62619
2792,95520,2020,Kukkola,Kukkola,851,851,29440150.55273,368329.44849,7320880.89671
2793,95530,2020,Karunki,Karunki,851,851,192541050.84277,370351.25425,7335156.86209
2794,95540,2020,Korpikylä,Korpikylä,851,851,75804898.97388,363718.24188,7341398.01355
2795,95560,2020,Aapajoki,Aapajoki,851,851,47788964.76831,371752.27805,7325211.86698
2796,95590,2020,Arpela,Arpela,851,851,336152493.21240,382547.55872,7329816.33124
2797,95600,2020,Ylitornio Keskus,Övertorneå centrum,976,976,543315233.43994,368704.64011,7356170.03289
2798,95610,2020,Kainuunkylä,Kainuunkylä,976,976,59750196.07031,356039.98484,7350224.38060
2799,95615,2020,Pekanpää,Pekanpää,976,976,23969017.84082,356789.57771,7345290.51788
2800,95620,2020,Aavasaksa,Aavasaksa,976,976,51459068.90869,355944.87183,7366943.33403
2801,95630,2020,Kuivakangas,Kuivakangas,976,976,21355016.76172,353951.09027,7371034.50176
2802,95635,2020,Kaulinranta,Kaulinranta,976,976,63863293.20947,356208.91280,7376265.35886
2803,95640,2020,Juoksenki,Juoksenki,854,854,208411871.69385,366980.82942,7383189.51644
2804,95645,2020,Turtola,Turtola,854,854,166885996.44849,369870.23968,7395078.83565
2805,95655,2020,Etelä-Portimojärvi,Etelä-Portimojärvi,976,976,22914918.22534,361425.77449,7363890.13158
2806,95660,2020,Kantomaanpää,Kantomaanpää,976,976,174909365.49707,369051.39162,7371854.06039
2807,95670,2020,Pessalompolo,Pessalompolo,976,976,225625483.61060,383285.65196,7381423.30573
2808,95675,2020,Meltosjärvi,Meltosjärvi,976,976,208350945.15869,398090.78449,7380817.47876
2809,95680,2020,Lohijärvi,Lohijärvi,976,976,35606631.47900,383212.35429,7373157.64388
2810,95690,2020,Mellakoski,Mellakoski,976,976,433638298.55884,391984.22012,7364593.48462
2816,95770,2020,Lankojärvi,Lankojärvi,854,854,118508700.26221,380256.22203,7403485.10567
2817,95780,2020,Sirkkakoski,Sirkkakoski,854,854,118713196.79932,384373.43056,7394451.17229
2818,95790,2020,Lampsijärvi,Lampsijärvi,854,854,165740628.01636,394442.72683,7403764.63972
2832,96100,2020,Rovaniemi Keskus,Rovaniemi centrum,698,698,48816883.51514,437550.89540,7382526.37251
2833,96190,2020,Lapinrinne-Ahokangas,Lapinrinne-Ahokangas,698,698,8382666.57104,440214.87342,7379152.92685
2834,96200,2020,Sahanperä-Ratantaus,Sahanperä-Ratantaus,698,698,3699819.29028,443884.69629,7377037.35357
2835,96300,2020,Niemelänkangas-Korvanniemi,Niemelänkangas-Korvanniemi,698,698,5987471.75635,441426.18632,7374481.73045
2836,96320,2020,Teollisuuskylä,Teollisuuskylä,698,698,4095056.29517,439521.79827,7375409.36548
2837,96400,2020,Pullinranta-Kiiruna,Pullinranta-Kiiruna,698,698,67918152.14819,442963.94609,7370557.97224
2838,96440,2020,Ounasrinne,Ounasrinne,698,698,15172918.55151,448773.38616,7373536.47743
2839,96460,2020,Pöykkölä,Pöykkölä,698,698,5990774.85132,446320.77542,7372977.72812
2840,96500,2020,Korkalovaara,Korkalovaara,698,698,5599852.43774,439636.70849,7377894.85741
2841,96600,2020,Koskenkylä,Koskenkylä,698,698,35553023.01270,451374.64608,7374100.79955
2842,96700,2020,Niskanperä,Niskanperä,698,698,64117428.36768,434284.08546,7373434.63376
2843,96800,2020,Ylikylä-Patosaari,Ylikylä-Patosaari,698,698,55142963.39355,434167.05308,7380895.54683
2844,96900,2020,Saarenkylä,Saarenkylä,698,698,628737796.22168,450469.80510,7394469.07512
2845,96910,2020,Syväsenvaara,Syväsenvaara,698,698,6404585.79639,445956.61389,7380466.53327
2846,96930,2020,Napapiiri Rovaniemi,Napapiiri Rovaniemi,698,698,5390299.99365,448787.64317,7382245.15045
2847,96960,2020,Someroharju,Someroharju,698,698,9755860.54834,446839.61789,7383248.82922
2848,97110,2020,Rautionsaari,Rautionsaari,698,698,145019646.71191,434916.14174,7360650.03512
2849,97130,2020,Hirvas,Hirvas,698,698,80239546.78613,427682.53683,7371404.49349
2850,97140,2020,Muurola,Muurola,698,698,749002361.57544,415678.53531,7361348.86869
2851,97145,2020,Totonvaara,Totonvaara,698,698,110751.55786,427143.85373,7362825.60408
2852,97160,2020,Petäjäinen,Petäjäinen,698,698,7782293.01294,425170.94689,7351129.29636
2853,97170,2020,Jaatila,Jaatila,698,698,30586537.12964,426453.21636,7348725.45422
2854,97220,2020,Sinettä,Sinettä,698,698,86076397.50146,430085.60147,7391090.54762
2855,97240,2020,Sonka,Sonka,698,698,482337737.53247,417216.02138,7393932.78715
2856,97250,2020,Raanujärvi,Raanujärvi,976,976,286201964.99341,402082.82299,7392180.11323
2857,97280,2020,Tapio,Tapio,698,698,301847987.19336,433841.27809,7402194.29138
2870,97510,2020,Vikajärvi,Vikajärvi,698,698,403026455.65894,470069.13306,7387508.16097
2871,97520,2020,Nampa,Nampa,698,698,144690899.97412,468298.61756,7401682.27830
2874,97580,2020,Misi,Misi,698,698,178869278.21411,483259.91891,7392420.69031
2875,97590,2020,Raajärvi,Raajärvi,320,320,40929514.24243,494194.19478,7380455.09131
2876,97610,2020,Oikarainen,Oikarainen,698,698,265878491.86792,462815.57547,7369778.04969
2877,97615,2020,Tennirova,Tennirova,698,698,18963519.93188,474948.39357,7365968.26384
2878,97620,2020,Viiri-Tennirova,Viiri-Tennirova,698,698,86593274.06104,477570.77667,7368932.38766
2879,97625,2020,Vanttauskoski,Vanttauskoski,698,698,356482373.88843,485942.61306,7369576.87193
2880,97630,2020,Pekkala,Pekkala,698,698,110578681.10352,497476.75209,7362816.37653
2881,97635,2020,Juuniemi,Juuniemi,698,698,40215431.34595,505598.85198,7358824.38405
2882,97645,2020,Juujärvi,Juujärvi,320,320,314906877.29736,512544.47731,7364497.68319
2883,97650,2020,Juotas,Juotas,698,698,128139592.78101,494942.76947,7353033.94648
2884,97655,2020,Autti,Autti,698,698,132147991.22852,506990.32633,7350079.41308
2885,97665,2020,Pohjasperä,Pohjasperä,683,683,450020848.66040,498870.68438,7341732.57192
2886,97670,2020,Kivitaipale,Kivitaipale,698,698,266952715.43774,449762.98535,7359535.59415
2887,97675,2020,Narkaus-Kämät,Narkaus-Kämät,698,698,263586599.94897,467635.09406,7356159.43407
2888,97680,2020,Saari-Kämä,Saari-Kämä,698,698,228468688.35571,460947.84138,7341707.48020
2889,97685,2020,Siika-Kämä,Siika-Kämä,698,698,108797991.08813,475093.45325,7345413.70815
2890,97690,2020,Sulaoja,Sulaoja,698,698,277531447.08374,444680.89846,7345332.83091
2891,97700,2020,Ranua Keskus,Ranua centrum,683,683,2243057951.46753,479996.76609,7316318.64704
2892,97715,2020,Raiskio,Raiskio,683,683,304020853.20508,452147.47818,7311197.94292
2893,97720,2020,Yli-Simo-Raiskio,Yli-Simo-Raiskio,683,683,69654762.15674,468954.54142,7332986.74514
2894,97760,2020,Saariharju,Saariharju,683,683,182311949.09302,510323.16295,7310797.75910
2895,97765,2020,Kuha-Impiö-Itäranua,Kuha-Impiö-Itäranua,683,683,112378852.13818,512429.00378,7320389.20964
2896,97780,2020,Kuukasjärvi-Petäjäjärvi,Kuukasjärvi-Petäjäjärvi,683,683,56159981.71143,496394.72956,7299796.67786
2897,97785,2020,Kelankylä,Kelankylä,683,683,165153838.49902,500421.10283,7293285.20138
2898,97810,2020,Suorsa,Suorsa,614,614,127913365.04614,516931.55708,7349972.47044
2899,97815,2020,Pernu-Suorsa,Pernu-Suorsa,614,614,303046752.73804,527049.35047,7344069.05129
2900,97820,2020,Perä-Posio,Perä-Posio,614,614,162329927.57227,538188.46500,7339762.01663
2901,97840,2020,Lehtiniemi,Lehtiniemi,614,614,112107308.05005,542797.12683,7348800.02289
2902,97850,2020,Ristilä,Ristilä,614,614,286541228.37085,536039.71492,7361136.88219
2903,97870,2020,Jumisko,Jumisko,614,614,164025914.44409,546944.59620,7364578.15589
2904,97880,2020,Nolimo-Jumisko,Nolimo-Jumisko,614,614,64640728.67505,552980.74234,7366209.17736
2905,97890,2020,Karjalaisenniemi,Karjalaisenniemi,614,614,231447952.81665,558145.74452,7350107.02637
2906,97895,2020,Mourujärvi,Mourujärvi,614,614,145738415.24292,564970.24242,7360096.66728
